ID,Bee_wasp,Bee_wasp_text,Trial,Block,Choice
5,2,wasp,6,10,0
5,2,wasp,7,10,0
5,2,wasp,8,10,1
5,2,wasp,9,10,0
5,2,wasp,10,10,1
5,2,wasp,11,20,1
5,2,wasp,12,20,0
5,2,wasp,13,20,0
5,2,wasp,14,20,1
5,2,wasp,15,20,0
5,2,wasp,16,20,0
5,2,wasp,17,20,1
5,2,wasp,18,20,1
5,2,wasp,19,20,1
5,2,wasp,20,20,0
5,2,wasp,21,30,1
5,2,wasp,22,30,0
5,2,wasp,23,30,1
5,2,wasp,24,30,1
5,2,wasp,25,30,1
5,2,wasp,26,30,1
5,2,wasp,27,30,0
5,2,wasp,28,30,1
5,2,wasp,29,30,1
5,2,wasp,30,30,0
5,2,wasp,31,40,1
5,2,wasp,32,40,0
5,2,wasp,33,40,0
5,2,wasp,34,40,1
5,2,wasp,35,40,1
5,2,wasp,36,40,1
5,2,wasp,37,40,1
5,2,wasp,38,40,1
5,2,wasp,39,40,1
5,2,wasp,40,40,1
5,2,wasp,41,50,1
5,2,wasp,42,50,1
5,2,wasp,43,50,1
5,2,wasp,44,50,1
5,2,wasp,45,50,1
5,2,wasp,46,50,0
5,2,wasp,47,50,1
5,2,wasp,48,50,1
5,2,wasp,49,50,1
5,2,wasp,50,50,1
5,2,wasp,51,60,0
5,2,wasp,52,60,1
5,2,wasp,53,60,1
5,2,wasp,54,60,1
5,2,wasp,55,60,0
5,2,wasp,56,60,1
5,2,wasp,57,60,0
5,2,wasp,58,60,1
5,2,wasp,59,60,1
5,2,wasp,60,60,1
5,2,wasp,61,70,1
5,2,wasp,62,70,1
5,2,wasp,63,70,0
5,2,wasp,64,70,0
5,2,wasp,65,70,1
5,2,wasp,66,70,0
5,2,wasp,67,70,1
5,2,wasp,68,70,0
5,2,wasp,69,70,0
5,2,wasp,70,70,0
6,2,wasp,1,10,1
6,2,wasp,2,10,0
6,2,wasp,3,10,1
6,2,wasp,4,10,0
6,2,wasp,5,10,1
6,2,wasp,6,10,0
6,2,wasp,7,10,0
6,2,wasp,8,10,1
6,2,wasp,9,10,1
6,2,wasp,10,10,1
6,2,wasp,11,20,1
6,2,wasp,12,20,0
6,2,wasp,13,20,0
6,2,wasp,14,20,0
6,2,wasp,15,20,1
6,2,wasp,16,20,1
6,2,wasp,17,20,0
6,2,wasp,18,20,0
6,2,wasp,19,20,0
6,2,wasp,20,20,1
6,2,wasp,21,30,0
6,2,wasp,22,30,1
6,2,wasp,23,30,1
6,2,wasp,24,30,0
6,2,wasp,25,30,1
6,2,wasp,26,30,0
6,2,wasp,27,30,1
6,2,wasp,28,30,1
6,2,wasp,29,30,1
6,2,wasp,30,30,1
6,2,wasp,31,40,0
6,2,wasp,32,40,1
6,2,wasp,33,40,0
6,2,wasp,34,40,1
6,2,wasp,35,40,1
6,2,wasp,36,40,0
6,2,wasp,37,40,0
6,2,wasp,38,40,1
6,2,wasp,39,40,0
6,2,wasp,40,40,1
6,2,wasp,41,50,1
6,2,wasp,42,50,0
6,2,wasp,43,50,1
6,2,wasp,44,50,1
6,2,wasp,45,50,1
6,2,wasp,46,50,0
6,2,wasp,47,50,0
6,2,wasp,48,50,1
6,2,wasp,49,50,0
6,2,wasp,50,50,0
6,2,wasp,51,60,1
6,2,wasp,52,60,1
6,2,wasp,53,60,1
6,2,wasp,54,60,1
6,2,wasp,55,60,1
6,2,wasp,56,60,1
6,2,wasp,57,60,1
6,2,wasp,58,60,1
6,2,wasp,59,60,1
6,2,wasp,60,60,1
6,2,wasp,61,70,1
6,2,wasp,62,70,0
6,2,wasp,63,70,1
6,2,wasp,64,70,0
6,2,wasp,65,70,1
6,2,wasp,66,70,1
6,2,wasp,67,70,1
6,2,wasp,68,70,1
6,2,wasp,69,70,1
6,2,wasp,70,70,1
7,2,wasp,1,10,0
7,2,wasp,2,10,0
7,2,wasp,3,10,1
7,2,wasp,4,10,0
7,2,wasp,5,10,1
7,2,wasp,6,10,0
7,2,wasp,7,10,1
7,2,wasp,8,10,0
7,2,wasp,9,10,1
7,2,wasp,10,10,1
7,2,wasp,11,20,0
7,2,wasp,12,20,0
7,2,wasp,13,20,1
7,2,wasp,14,20,0
7,2,wasp,15,20,1
7,2,wasp,16,20,1
7,2,wasp,17,20,1
7,2,wasp,18,20,1
7,2,wasp,19,20,1
7,2,wasp,20,20,1
7,2,wasp,21,30,0
7,2,wasp,22,30,1
7,2,wasp,23,30,0
7,2,wasp,24,30,1
7,2,wasp,25,30,1
7,2,wasp,26,30,1
7,2,wasp,27,30,1
7,2,wasp,28,30,0
7,2,wasp,29,30,0
7,2,wasp,30,30,1
7,2,wasp,31,40,1
7,2,wasp,32,40,0
7,2,wasp,33,40,1
7,2,wasp,34,40,1
7,2,wasp,35,40,1
7,2,wasp,36,40,1
7,2,wasp,37,40,1
7,2,wasp,38,40,1
7,2,wasp,39,40,1
7,2,wasp,40,40,0
7,2,wasp,41,50,1
7,2,wasp,42,50,0
7,2,wasp,43,50,1
7,2,wasp,44,50,1
7,2,wasp,45,50,0
7,2,wasp,46,50,1
7,2,wasp,47,50,1
7,2,wasp,48,50,0
7,2,wasp,49,50,0
7,2,wasp,50,50,0
7,2,wasp,51,60,0
7,2,wasp,52,60,1
7,2,wasp,53,60,1
7,2,wasp,54,60,1
7,2,wasp,55,60,1
7,2,wasp,56,60,1
7,2,wasp,57,60,0
7,2,wasp,58,60,1
7,2,wasp,59,60,0
7,2,wasp,60,60,0
7,2,wasp,61,70,0
7,2,wasp,62,70,1
7,2,wasp,63,70,1
7,2,wasp,64,70,1
7,2,wasp,65,70,1
7,2,wasp,66,70,1
7,2,wasp,67,70,1
7,2,wasp,68,70,0
7,2,wasp,69,70,1
7,2,wasp,70,70,1
8,2,wasp,1,10,0
8,2,wasp,2,10,1
8,2,wasp,3,10,0
8,2,wasp,4,10,1
8,2,wasp,5,10,1
8,2,wasp,6,10,0
8,2,wasp,7,10,0
8,2,wasp,8,10,1
8,2,wasp,9,10,0
8,2,wasp,10,10,1
8,2,wasp,11,20,1
8,2,wasp,12,20,1
8,2,wasp,13,20,0
8,2,wasp,14,20,0
8,2,wasp,15,20,1
8,2,wasp,16,20,0
8,2,wasp,17,20,0
8,2,wasp,18,20,0
8,2,wasp,19,20,1
8,2,wasp,20,20,1
8,2,wasp,21,30,0
8,2,wasp,22,30,0
8,2,wasp,23,30,1
8,2,wasp,24,30,1
8,2,wasp,25,30,1
8,2,wasp,26,30,1
8,2,wasp,27,30,1
8,2,wasp,28,30,1
8,2,wasp,29,30,1
8,2,wasp,30,30,1
8,2,wasp,31,40,1
8,2,wasp,32,40,0
8,2,wasp,33,40,1
8,2,wasp,34,40,0
8,2,wasp,35,40,0
8,2,wasp,36,40,1
8,2,wasp,37,40,1
8,2,wasp,38,40,0
8,2,wasp,39,40,0
8,2,wasp,40,40,0
8,2,wasp,41,50,1
8,2,wasp,42,50,1
8,2,wasp,43,50,1
8,2,wasp,44,50,0
8,2,wasp,45,50,1
8,2,wasp,46,50,1
8,2,wasp,47,50,0
8,2,wasp,48,50,0
8,2,wasp,49,50,1
8,2,wasp,50,50,1
8,2,wasp,51,60,1
8,2,wasp,52,60,1
8,2,wasp,53,60,0
8,2,wasp,54,60,1
8,2,wasp,55,60,0
8,2,wasp,56,60,1
8,2,wasp,57,60,0
8,2,wasp,58,60,0
8,2,wasp,59,60,0
8,2,wasp,60,60,1
8,2,wasp,61,70,1
8,2,wasp,62,70,1
8,2,wasp,63,70,1
8,2,wasp,64,70,1
8,2,wasp,65,70,0
8,2,wasp,66,70,1
8,2,wasp,67,70,0
8,2,wasp,68,70,0
8,2,wasp,69,70,1
8,2,wasp,70,70,1
9,2,wasp,1,10,0
9,2,wasp,2,10,0
9,2,wasp,3,10,1
9,2,wasp,4,10,0
9,2,wasp,5,10,1
9,2,wasp,6,10,1
9,2,wasp,7,10,1
9,2,wasp,8,10,1
9,2,wasp,9,10,1
9,2,wasp,10,10,1
9,2,wasp,11,20,1
9,2,wasp,12,20,0
9,2,wasp,13,20,1
9,2,wasp,14,20,1
9,2,wasp,15,20,1
9,2,wasp,16,20,1
9,2,wasp,17,20,1
9,2,wasp,18,20,1
9,2,wasp,19,20,1
9,2,wasp,20,20,1
9,2,wasp,21,30,1
9,2,wasp,22,30,0
9,2,wasp,23,30,1
9,2,wasp,24,30,1
9,2,wasp,25,30,0
9,2,wasp,26,30,1
9,2,wasp,27,30,1
9,2,wasp,28,30,0
9,2,wasp,29,30,0
9,2,wasp,30,30,1
9,2,wasp,31,40,1
9,2,wasp,32,40,1
9,2,wasp,33,40,0
9,2,wasp,34,40,0
9,2,wasp,35,40,1
9,2,wasp,36,40,1
9,2,wasp,37,40,0
9,2,wasp,38,40,1
9,2,wasp,39,40,0
9,2,wasp,40,40,0
9,2,wasp,41,50,1
9,2,wasp,42,50,1
9,2,wasp,43,50,1
9,2,wasp,44,50,0
9,2,wasp,45,50,1
9,2,wasp,46,50,1
9,2,wasp,47,50,0
9,2,wasp,48,50,1
9,2,wasp,49,50,0
9,2,wasp,50,50,1
9,2,wasp,51,60,1
9,2,wasp,52,60,1
9,2,wasp,53,60,0
9,2,wasp,54,60,1
9,2,wasp,55,60,0
9,2,wasp,56,60,1
9,2,wasp,57,60,1
9,2,wasp,58,60,0
9,2,wasp,59,60,1
9,2,wasp,60,60,1
9,2,wasp,61,70,1
9,2,wasp,62,70,0
9,2,wasp,63,70,1
9,2,wasp,64,70,1
9,2,wasp,65,70,0
9,2,wasp,66,70,1
9,2,wasp,67,70,1
9,2,wasp,68,70,0
9,2,wasp,69,70,0
9,2,wasp,70,70,1
10,2,wasp,1,10,0
10,2,wasp,2,10,0
10,2,wasp,3,10,0
10,2,wasp,4,10,0
10,2,wasp,5,10,1
10,2,wasp,6,10,0
10,2,wasp,7,10,1
10,2,wasp,8,10,0
10,2,wasp,9,10,1
10,2,wasp,10,10,1
10,2,wasp,11,20,0
10,2,wasp,12,20,0
10,2,wasp,13,20,0
10,2,wasp,14,20,1
10,2,wasp,15,20,1
10,2,wasp,16,20,1
10,2,wasp,17,20,0
10,2,wasp,18,20,1
10,2,wasp,19,20,1
10,2,wasp,20,20,1
10,2,wasp,21,30,0
10,2,wasp,22,30,1
10,2,wasp,23,30,0
10,2,wasp,24,30,0
10,2,wasp,25,30,1
10,2,wasp,26,30,1
10,2,wasp,27,30,0
10,2,wasp,28,30,0
10,2,wasp,29,30,1
10,2,wasp,30,30,1
10,2,wasp,31,40,1
10,2,wasp,32,40,0
10,2,wasp,33,40,1
10,2,wasp,34,40,1
10,2,wasp,35,40,1
10,2,wasp,36,40,1
10,2,wasp,37,40,0
10,2,wasp,38,40,0
10,2,wasp,39,40,0
10,2,wasp,40,40,1
10,2,wasp,41,50,1
10,2,wasp,42,50,0
10,2,wasp,43,50,0
10,2,wasp,44,50,0
10,2,wasp,45,50,1
10,2,wasp,46,50,0
10,2,wasp,47,50,0
10,2,wasp,48,50,1
10,2,wasp,49,50,1
10,2,wasp,50,50,1
10,2,wasp,51,60,1
10,2,wasp,52,60,1
10,2,wasp,53,60,1
10,2,wasp,54,60,0
10,2,wasp,55,60,1
10,2,wasp,56,60,1
10,2,wasp,57,60,0
10,2,wasp,58,60,1
10,2,wasp,59,60,1
10,2,wasp,60,60,1
10,2,wasp,61,70,0
10,2,wasp,62,70,1
10,2,wasp,63,70,1
10,2,wasp,64,70,1
10,2,wasp,65,70,1
10,2,wasp,66,70,1
10,2,wasp,67,70,1
10,2,wasp,68,70,1
10,2,wasp,69,70,0
10,2,wasp,70,70,1
11,2,wasp,1,10,0
11,2,wasp,2,10,0
11,2,wasp,3,10,0
11,2,wasp,4,10,0
11,2,wasp,5,10,0
11,2,wasp,6,10,0
11,2,wasp,7,10,1
11,2,wasp,8,10,0
11,2,wasp,9,10,1
11,2,wasp,10,10,1
11,2,wasp,11,20,1
11,2,wasp,12,20,0
11,2,wasp,13,20,1
11,2,wasp,14,20,1
11,2,wasp,15,20,0
11,2,wasp,16,20,1
11,2,wasp,17,20,1
11,2,wasp,18,20,1
11,2,wasp,19,20,0
11,2,wasp,20,20,1
11,2,wasp,21,30,1
11,2,wasp,22,30,1
11,2,wasp,23,30,0
11,2,wasp,24,30,1
11,2,wasp,25,30,1
11,2,wasp,26,30,0
11,2,wasp,27,30,0
11,2,wasp,28,30,1
11,2,wasp,29,30,1
11,2,wasp,30,30,1
11,2,wasp,31,40,1
11,2,wasp,32,40,1
11,2,wasp,33,40,1
11,2,wasp,34,40,0
11,2,wasp,35,40,1
11,2,wasp,36,40,1
11,2,wasp,37,40,0
11,2,wasp,38,40,0
11,2,wasp,39,40,1
11,2,wasp,40,40,0
11,2,wasp,41,50,1
11,2,wasp,42,50,0
11,2,wasp,43,50,1
11,2,wasp,44,50,1
11,2,wasp,45,50,1
11,2,wasp,46,50,1
11,2,wasp,47,50,1
11,2,wasp,48,50,1
11,2,wasp,49,50,1
11,2,wasp,50,50,1
11,2,wasp,51,60,0
11,2,wasp,52,60,1
11,2,wasp,53,60,0
11,2,wasp,54,60,1
11,2,wasp,55,60,1
11,2,wasp,56,60,1
11,2,wasp,57,60,0
11,2,wasp,58,60,0
11,2,wasp,59,60,1
11,2,wasp,60,60,0
11,2,wasp,61,70,0
11,2,wasp,62,70,1
11,2,wasp,63,70,1
11,2,wasp,64,70,1
11,2,wasp,65,70,0
11,2,wasp,66,70,1
11,2,wasp,67,70,1
11,2,wasp,68,70,0
11,2,wasp,69,70,1
11,2,wasp,70,70,0
12,2,wasp,1,10,0
12,2,wasp,2,10,0
12,2,wasp,3,10,0
12,2,wasp,4,10,1
12,2,wasp,5,10,0
12,2,wasp,6,10,1
12,2,wasp,7,10,1
12,2,wasp,8,10,1
12,2,wasp,9,10,0
12,2,wasp,10,10,1
12,2,wasp,11,20,1
12,2,wasp,12,20,0
12,2,wasp,13,20,1
12,2,wasp,14,20,1
12,2,wasp,15,20,1
12,2,wasp,16,20,1
12,2,wasp,17,20,0
12,2,wasp,18,20,1
12,2,wasp,19,20,1
12,2,wasp,20,20,1
12,2,wasp,21,30,0
12,2,wasp,22,30,1
12,2,wasp,23,30,0
12,2,wasp,24,30,0
12,2,wasp,25,30,1
12,2,wasp,26,30,1
12,2,wasp,27,30,1
12,2,wasp,28,30,0
12,2,wasp,29,30,1
12,2,wasp,30,30,0
12,2,wasp,31,40,0
12,2,wasp,32,40,1
12,2,wasp,33,40,1
12,2,wasp,34,40,1
12,2,wasp,35,40,1
12,2,wasp,36,40,0
12,2,wasp,37,40,1
12,2,wasp,38,40,1
12,2,wasp,39,40,1
12,2,wasp,40,40,1
12,2,wasp,41,50,1
12,2,wasp,42,50,0
12,2,wasp,43,50,0
12,2,wasp,44,50,1
12,2,wasp,45,50,1
12,2,wasp,46,50,0
12,2,wasp,47,50,0
12,2,wasp,48,50,0
12,2,wasp,49,50,1
12,2,wasp,50,50,0
12,2,wasp,51,60,1
12,2,wasp,52,60,0
12,2,wasp,53,60,1
12,2,wasp,54,60,1
12,2,wasp,55,60,0
12,2,wasp,56,60,1
12,2,wasp,57,60,1
12,2,wasp,58,60,1
12,2,wasp,59,60,0
12,2,wasp,60,60,1
12,2,wasp,61,70,1
12,2,wasp,62,70,0
12,2,wasp,63,70,0
12,2,wasp,64,70,1
12,2,wasp,65,70,1
12,2,wasp,66,70,1
12,2,wasp,67,70,0
12,2,wasp,68,70,1
12,2,wasp,69,70,0
12,2,wasp,70,70,1
13,2,wasp,1,10,0
13,2,wasp,2,10,1
13,2,wasp,3,10,0
13,2,wasp,4,10,0
13,2,wasp,5,10,1
13,2,wasp,6,10,1
13,2,wasp,7,10,1
13,2,wasp,8,10,1
13,2,wasp,9,10,1
13,2,wasp,10,10,0
13,2,wasp,11,20,1
13,2,wasp,12,20,0
13,2,wasp,13,20,0
13,2,wasp,14,20,1
13,2,wasp,15,20,1
13,2,wasp,16,20,1
13,2,wasp,17,20,1
13,2,wasp,18,20,1
13,2,wasp,19,20,1
13,2,wasp,20,20,0
13,2,wasp,21,30,1
13,2,wasp,22,30,0
13,2,wasp,23,30,1
13,2,wasp,24,30,1
13,2,wasp,25,30,0
13,2,wasp,26,30,0
13,2,wasp,27,30,0
13,2,wasp,28,30,1
13,2,wasp,29,30,1
13,2,wasp,30,30,1
13,2,wasp,31,40,1
13,2,wasp,32,40,1
13,2,wasp,33,40,1
13,2,wasp,34,40,0
13,2,wasp,35,40,1
13,2,wasp,36,40,0
13,2,wasp,37,40,1
13,2,wasp,38,40,1
13,2,wasp,39,40,1
13,2,wasp,40,40,0
13,2,wasp,41,50,1
13,2,wasp,42,50,1
13,2,wasp,43,50,1
13,2,wasp,44,50,1
13,2,wasp,45,50,1
13,2,wasp,46,50,1
13,2,wasp,47,50,0
13,2,wasp,48,50,0
13,2,wasp,49,50,1
13,2,wasp,50,50,0
13,2,wasp,51,60,1
13,2,wasp,52,60,0
13,2,wasp,53,60,0
13,2,wasp,54,60,0
13,2,wasp,55,60,1
13,2,wasp,56,60,1
13,2,wasp,57,60,0
13,2,wasp,58,60,1
13,2,wasp,59,60,0
13,2,wasp,60,60,1
13,2,wasp,61,70,1
13,2,wasp,62,70,1
13,2,wasp,63,70,1
13,2,wasp,64,70,1
13,2,wasp,65,70,1
13,2,wasp,66,70,1
13,2,wasp,67,70,1
13,2,wasp,68,70,0
13,2,wasp,69,70,1
13,2,wasp,70,70,1
